T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F1432,Anand Vihar–Kamakhya Express  ,05-05-2023 06:38,195,Cancelled,1235,Business,Premium Economy,5.4,6,0,1
F1752,Katihar–Amritsar Express  ,8/21/2024 23:03,90,On-time,1073,Emergency,Economy,7.9,0,0,0
F1850,Ranikhet Express  ,07-01-2024 09:46,236,On-time,1370,Business,Business,6.8,2,0,0
F1106,Purushottam Express  ,04-09-2025 14:01,114,On-time,1542,Business,Economy,5.7,7,0,0
F1575,Brahmaputra Mail  ,12/16/2024 20:47,224,On-time,1351,Family,Economy,5.8,6,0,0
F331,Kalindi Express  ,4/30/2024 16:17,278,On-time,1050,Business,First,7.9,4,0,1
F564,Farakka Express,5/29/2024 7:29,206,On-time,881,Family,Business,7.4,10,0,0
F1850,Sushasan Express  ,1/28/2025 11:16,190,On-time,901,Emergency,Premium Economy,8.4,2,0,0
F307,NDLS–LKO AC SF Express  ,8/14/2023 15:04,150,Cancelled,1257,Emergency,Economy,7.8,9,0,0
F1547,Anand Vihar–Kamakhya Express  ,12/27/2023 6:35,179,On-time,1574,Emergency,Economy,4.6,1,0,1
F852,Katihar–Amritsar Express  ,5/27/2024 6:30,255,On-time,1252,Leisure,Economy,6.1,5,0,0
F392,Ranikhet Express  ,10-03-2023 23:51,260,On-time,1417,Emergency,Economy,6.9,4,0,0
F710,Purushottam Express  ,05-03-2023 04:36,173,On-time,1604,Business,Business,6.3,16,0,0
F1140,Brahmaputra Mail  ,9/22/2023 18:01,150,Cancelled,1098,Emergency,Economy,7.8,28,1,0
F689,Sushasan Express  ,5/27/2024 22:06,148,Delayed,1434,Family,Economy,10,3,0,0
F1974,NDLS–LKO AC SF Express  ,11-01-2023 22:33,177,On-time,1637,Emergency,Economy,7.9,3,0,0
F1910,Anand Vihar–Kamakhya Express  ,11-04-2024 16:51,211,On-time,1309,Family,Economy,6.2,5,0,0
F97,Katihar–Amritsar Express  ,10-10-2023 08:56,177,On-time,1809,Business,Premium Economy,6.5,7,0,0
F1260,Ranikhet Express  ,07-02-2023 18:26,154,On-time,1318,Leisure,Business,6.6,5,0,0
F1557,Purushottam Express  ,4/20/2025 13:14,156,On-time,922,Business,Economy,7.1,24,0,0
F381,Brahmaputra Mail  ,10-09-2023 10:49,226,On-time,1623,Family,Business,8.1,14,1,0
F1630,Kalindi Express  ,12-06-2024 15:02,0,On-time,1181,Emergency,Economy,7.6,5,0,0
F285,Farakka Express,5/20/2024 21:59,149,Cancelled,1110,Leisure,Economy,9.9,17,0,0
F1604,Sushasan Express  ,06-08-2024 22:39,145,On-time,1282,Emergency,Economy,6.1,0,0,0
F22,NDLS–LKO AC SF Express  ,7/24/2024 8:02,144,Delayed,1146,Emergency,Economy,7.3,13,0,0
F214,Anand Vihar–Kamakhya Express  ,08-11-2024 21:26,111,On-time,1499,Family,Economy,6.5,1,0,0
F385,Katihar–Amritsar Express  ,02-07-2025 20:22,216,On-time,987,Business,Economy,8,1,0,1
F1786,Ranikhet Express  ,10-09-2024 17:08,104,On-time,1026,Family,Economy,6.2,1,0,0
F1790,Purushottam Express  ,1/20/2025 8:26,249,On-time,1089,Business,Economy,8.3,2,0,0
F155,Brahmaputra Mail  ,3/20/2024 3:38,157,On-time,1090,Leisure,First,4.2,1,0,0
F196,Sushasan Express  ,11/29/2024 18:47,185,On-time,1245,Leisure,Economy,8.7,5,0,0
F332,NDLS–LKO AC SF Express  ,03-07-2025 18:34,197,On-time,1471,Family,Economy,8.5,3,0,1
F1254,Anand Vihar–Kamakhya Express  ,6/30/2023 12:11,174,Delayed,1177,Emergency,Premium Economy,6.1,8,0,0
F893,Katihar–Amritsar Express  ,8/28/2024 13:22,258,Delayed,1158,Business,First,3.8,2,0,0
F974,Ranikhet Express  ,5/24/2023 8:37,180,On-time,1337,Leisure,Economy,6.3,6,0,0
F1738,Purushottam Express  ,9/15/2024 23:24,207,On-time,721,Emergency,Business,8.6,24,0,0
F724,Brahmaputra Mail  ,7/20/2024 18:18,58,On-time,1399,Family,Economy,7.4,20,0,1
F300,Kalindi Express  ,03-10-2025 16:44,214,On-time,1123,Leisure,Premium Economy,5,1,0,1
F974,Farakka Express,8/17/2023 11:55,202,On-time,1301,Business,Premium Economy,7,5,0,1
F639,Sushasan Express  ,9/16/2023 22:00,198,On-time,1188,Business,Economy,7.5,19,0,1
F1255,NDLS–LKO AC SF Express  ,9/25/2023 12:58,120,Delayed,1419,Leisure,Economy,8.7,5,0,0
F578,Anand Vihar–Kamakhya Express  ,2/28/2024 14:22,243,On-time,1243,Family,Business,8.3,1,0,0
F920,Katihar–Amritsar Express  ,3/28/2025 6:59,141,Cancelled,1459,Family,Economy,7.8,6,0,0
F1553,Ranikhet Express  ,8/28/2023 8:37,139,Cancelled,2118,Emergency,First,4.5,8,0,1
F1288,Purushottam Express  ,11/21/2024 5:58,151,On-time,1431,Business,Business,6.6,1,0,0
F586,Brahmaputra Mail  ,07-03-2024 18:49,176,On-time,1101,Leisure,Economy,10,18,0,0
F1530,Sushasan Express  ,12-05-2024 09:30,124,On-time,1042,Family,Economy,4.2,11,0,1
F1820,NDLS–LKO AC SF Express  ,11-02-2024 12:03,167,On-time,1136,Business,Premium Economy,7.4,3,0,0
F306,Anand Vihar–Kamakhya Express  ,04-11-2025 09:52,258,On-time,1182,Leisure,Economy,6.1,16,0,0
F986,Katihar–Amritsar Express  ,04-11-2024 13:30,124,On-time,1662,Leisure,Business,5.9,7,0,0
F701,Ranikhet Express  ,2/22/2025 4:30,99,Delayed,1769,Family,Economy,8.2,1,0,0
F1743,Purushottam Express  ,11-12-2023 01:42,204,On-time,1240,Business,First,6.4,2,0,0
F109,Brahmaputra Mail  ,5/14/2023 11:05,26,On-time,1119,Family,First,7.6,3,0,0
F549,Kalindi Express  ,06-02-2024 07:13,144,Delayed,1081,Family,Economy,10,4,0,0
F822,Farakka Express,07-05-2023 03:55,229,On-time,1123,Family,Economy,8.1,13,0,1
F937,Sushasan Express  ,6/23/2024 18:23,210,Delayed,1285,Emergency,Premium Economy,9.4,5,0,1
F1612,NDLS–LKO AC SF Express  ,11/18/2024 7:54,161,On-time,763,Business,Economy,6.8,26,0,1
F1000,Anand Vihar–Kamakhya Express  ,5/23/2023 20:09,184,Delayed,1504,Family,Economy,7.1,16,0,0
F195,Katihar–Amritsar Express  ,03-06-2025 16:13,86,Cancelled,1046,Emergency,Premium Economy,5.8,23,1,0
F82,Ranikhet Express  ,05-03-2024 15:08,197,On-time,1894,Family,Economy,8.2,4,0,0
F430,Purushottam Express  ,7/18/2024 20:48,189,On-time,1062,Leisure,Economy,8.9,3,1,1
F667,Brahmaputra Mail  ,05-12-2023 22:35,227,On-time,1176,Family,Economy,8,3,0,1
F1122,Sushasan Express  ,05-05-2024 10:03,88,On-time,822,Emergency,Premium Economy,9.1,26,0,0
F793,NDLS–LKO AC SF Express  ,08-11-2023 19:56,192,On-time,772,Family,Economy,9.1,18,0,0
F812,Anand Vihar–Kamakhya Express  ,6/25/2024 19:29,215,On-time,1662,Emergency,Economy,6.6,27,0,0
F1992,Katihar–Amritsar Express  ,5/30/2024 1:10,148,On-time,1438,Family,Economy,8.8,2,0,0
F494,Ranikhet Express  ,7/20/2023 18:11,209,Delayed,842,Leisure,Economy,8.6,8,0,0
F563,Purushottam Express  ,6/23/2024 16:46,140,On-time,1409,Leisure,Economy,7.4,2,1,1
F971,Brahmaputra Mail  ,5/17/2024 17:39,184,On-time,1186,Business,Economy,7.3,26,0,0
F808,Kalindi Express  ,12/22/2024 1:11,192,On-time,1304,Business,First,9.5,3,0,0
F148,Farakka Express,11/27/2024 11:09,99,On-time,883,Emergency,Premium Economy,7.2,1,0,0
F375,Sushasan Express  ,1/27/2025 19:44,228,Delayed,1620,Leisure,Economy,6.7,21,0,1
F107,NDLS–LKO AC SF Express  ,1/30/2024 8:51,247,Delayed,1551,Leisure,Premium Economy,5.3,6,0,0
F696,Anand Vihar–Kamakhya Express  ,11/21/2024 11:37,164,On-time,1493,Family,Business,6.8,21,0,1
F248,Katihar–Amritsar Express  ,06-07-2023 23:36,238,On-time,1376,Family,Economy,6.9,10,0,0
F472,Ranikhet Express  ,11/14/2024 3:32,225,On-time,1244,Business,First,6.9,21,0,0
F375,Purushottam Express  ,4/30/2023 15:21,230,On-time,871,Emergency,Economy,8,7,0,0
F397,Brahmaputra Mail  ,6/18/2024 1:49,191,On-time,1204,Leisure,Economy,7.7,4,0,0
F1599,Sushasan Express  ,3/20/2025 9:24,288,Cancelled,937,Leisure,Business,6.3,3,1,0
F1946,NDLS–LKO AC SF Express  ,4/13/2025 12:43,231,On-time,1504,Business,Economy,8,9,0,0
F852,Anand Vihar–Kamakhya Express  ,12-02-2023 19:24,181,Cancelled,945,Leisure,First,7.6,13,0,0
F964,Katihar–Amritsar Express  ,9/13/2024 22:34,232,On-time,933,Family,Business,4.3,10,0,0
F31,Ranikhet Express  ,12-04-2024 16:40,154,On-time,1851,Business,Business,6,4,0,0
F1468,Purushottam Express  ,8/22/2024 5:55,187,On-time,1432,Business,Economy,8.2,2,0,0
F1636,Brahmaputra Mail  ,09-07-2023 00:20,154,On-time,1592,Leisure,Economy,6.4,4,0,0
F298,Kalindi Express  ,4/21/2024 22:04,261,Delayed,1459,Emergency,Economy,7.4,9,0,0
F848,Farakka Express,07-05-2023 05:32,192,On-time,1248,Emergency,Economy,8.7,5,0,0
F1744,Sushasan Express  ,03-10-2025 05:01,87,On-time,1397,Family,Business,7.2,13,0,0
F975,NDLS–LKO AC SF Express  ,01-10-2024 01:25,94,Delayed,1229,Business,Economy,9.9,4,0,0
F1637,Anand Vihar–Kamakhya Express  ,9/16/2024 3:02,186,On-time,1501,Family,Premium Economy,7.2,3,0,0
F1094,Katihar–Amritsar Express  ,09-08-2024 19:22,105,On-time,1614,Business,Economy,8.2,27,0,0
F814,Ranikhet Express  ,10/15/2023 13:08,209,On-time,1440,Emergency,Economy,7.5,1,0,0
F1032,Purushottam Express  ,12-02-2023 02:00,283,On-time,1043,Leisure,Economy,8.3,1,0,0
F313,Brahmaputra Mail  ,02-10-2024 18:12,208,On-time,918,Business,Economy,9.6,5,0,0
F549,Sushasan Express  ,03-06-2024 02:56,282,On-time,588,Emergency,Economy,5.7,22,0,0
F1024,NDLS–LKO AC SF Express  ,09-08-2023 19:44,112,On-time,959,Leisure,Economy,7.9,5,0,0
F422,Anand Vihar–Kamakhya Express  ,11/21/2024 3:54,147,Delayed,928,Leisure,Economy,6.8,28,0,0
F1554,Katihar–Amritsar Express  ,11-04-2024 09:11,151,On-time,1290,Leisure,Economy,8.6,8,0,1
F322,Ranikhet Express  ,06-12-2024 02:01,197,On-time,1306,Emergency,Economy,3.9,5,0,0
F780,Purushottam Express  ,04-01-2024 08:53,278,On-time,1343,Emergency,Economy,8.4,11,1,1
F1432,Brahmaputra Mail  ,6/30/2024 2:22,165,On-time,1294,Family,First,4.8,6,0,0
F1704,Kalindi Express  ,4/29/2023 5:36,245,On-time,1205,Family,Economy,4.4,1,0,0
F289,Farakka Express,5/28/2023 9:57,145,On-time,1602,Emergency,Economy,6.9,4,0,0
F1742,Sushasan Express  ,3/31/2024 5:04,154,On-time,1125,Emergency,Premium Economy,8.3,16,0,0
F1073,NDLS–LKO AC SF Express  ,10/24/2024 16:09,188,On-time,1640,Family,Economy,5.9,6,0,1
F1628,Anand Vihar–Kamakhya Express  ,11/25/2023 10:15,191,On-time,1309,Family,Business,6.5,5,0,0
F71,Katihar–Amritsar Express  ,08-08-2023 09:26,98,On-time,1324,Emergency,Premium Economy,7.6,29,0,0
F1882,Ranikhet Express  ,10/25/2024 9:31,131,On-time,990,Business,Economy,8.5,6,0,1
F193,Purushottam Express  ,3/16/2025 17:10,150,On-time,1497,Business,Business,3.9,1,0,0
F260,Brahmaputra Mail  ,1/13/2024 14:55,107,On-time,1080,Leisure,Economy,4.2,2,0,0
F975,Sushasan Express  ,08-02-2023 17:56,243,On-time,1823,Business,Economy,9.6,2,0,0
F946,NDLS–LKO AC SF Express  ,08-10-2024 03:02,161,Delayed,1398,Family,Business,7.7,6,0,0
F772,Anand Vihar–Kamakhya Express  ,11-05-2024 01:20,290,Delayed,742,Business,Economy,5,0,0,0
F1915,Katihar–Amritsar Express  ,7/29/2024 6:54,168,On-time,1365,Leisure,Economy,8.4,1,0,0
F72,Ranikhet Express  ,02-10-2025 05:16,130,On-time,2021,Business,Economy,9.2,3,0,0
F1364,Purushottam Express  ,10/28/2024 4:25,288,On-time,1128,Emergency,Economy,6,1,0,1
F1550,Brahmaputra Mail  ,12/23/2024 5:15,127,Delayed,1338,Family,Economy,4,27,0,1
F787,Kalindi Express  ,3/16/2025 4:41,250,On-time,1300,Emergency,Premium Economy,6,5,0,0
F1260,Farakka Express,10/15/2024 20:14,219,On-time,1490,Family,Economy,6.6,23,0,0
F301,Sushasan Express  ,12/25/2023 6:29,209,On-time,1028,Family,Premium Economy,5.7,5,0,0
F39,NDLS–LKO AC SF Express  ,12-12-2024 18:51,142,On-time,1431,Business,Economy,6.7,2,0,0
F822,Anand Vihar–Kamakhya Express  ,05-12-2024 22:22,137,On-time,1040,Business,Economy,10,14,0,0
F446,Katihar–Amritsar Express  ,4/18/2024 22:03,238,Delayed,1455,Family,Economy,3.8,6,0,0
F918,Ranikhet Express  ,11/15/2023 10:45,120,Delayed,1049,Emergency,Economy,7.1,2,0,0
F686,Purushottam Express  ,10/22/2024 16:42,140,On-time,1502,Leisure,Economy,9.4,14,0,1
F664,Brahmaputra Mail  ,08-04-2023 15:20,152,On-time,1502,Emergency,Economy,6.2,4,0,0
F781,Sushasan Express  ,9/15/2024 23:43,251,On-time,1628,Leisure,Business,5.6,1,0,0
F895,NDLS–LKO AC SF Express  ,03-03-2025 04:49,243,On-time,1264,Family,Business,4.6,18,0,0
F1537,Anand Vihar–Kamakhya Express  ,05-06-2023 07:11,186,On-time,924,Family,Business,5.5,8,0,0
F323,Katihar–Amritsar Express  ,1/27/2025 21:37,232,On-time,1066,Emergency,First,9.4,1,0,0
F1958,Ranikhet Express  ,7/20/2023 0:18,91,On-time,848,Leisure,Premium Economy,6.8,5,0,0
F1104,Purushottam Express  ,02-04-2024 11:06,156,Delayed,1383,Leisure,Business,3.7,2,0,0
F480,Brahmaputra Mail  ,06-03-2024 05:09,135,On-time,1446,Emergency,Premium Economy,6,3,0,0
F376,Kalindi Express  ,12/28/2023 14:13,246,On-time,1223,Business,Economy,8.8,25,0,0
F1801,Farakka Express,12/31/2024 14:36,198,Delayed,1262,Leisure,Premium Economy,4.8,7,0,0
F1451,Sushasan Express  ,6/13/2024 5:27,260,On-time,1906,Leisure,Economy,6.4,48,1,0
F1144,NDLS–LKO AC SF Express  ,2/17/2024 10:48,273,On-time,1586,Family,Business,3.6,12,0,0
F490,Anand Vihar–Kamakhya Express  ,01-05-2025 06:16,150,On-time,738,Family,Economy,8.1,16,0,0
F1940,Katihar–Amritsar Express  ,9/26/2023 0:49,7,On-time,1409,Family,Business,5.1,1,0,0
F59,Ranikhet Express  ,7/23/2024 3:40,208,Delayed,898,Family,Business,5.7,69,0,0
F1932,Purushottam Express  ,6/29/2024 0:45,261,Delayed,1032,Emergency,Premium Economy,10,3,0,1
F759,Brahmaputra Mail  ,4/19/2025 13:56,166,On-time,1399,Emergency,First,3.5,7,0,1
F1922,Sushasan Express  ,5/16/2023 0:07,184,On-time,987,Emergency,Premium Economy,9.2,4,1,0
F377,NDLS–LKO AC SF Express  ,08-06-2023 01:58,163,On-time,1402,Business,Economy,8.3,6,0,0
F845,Anand Vihar–Kamakhya Express  ,6/18/2023 20:14,202,On-time,1391,Emergency,Business,6,4,0,0
F1686,Katihar–Amritsar Express  ,05-06-2024 06:40,193,On-time,1338,Family,Economy,10,8,0,0
F253,Ranikhet Express  ,11/28/2023 13:20,126,On-time,1448,Family,Premium Economy,7.2,3,0,0
F738,Purushottam Express  ,5/20/2023 4:35,197,On-time,1121,Business,Business,6.1,10,0,1
F195,Brahmaputra Mail  ,11-05-2024 00:58,163,On-time,777,Leisure,Economy,10,15,0,0
F1938,Kalindi Express  ,2/27/2024 6:03,210,On-time,748,Family,Premium Economy,10,3,0,0
F770,Farakka Express,11-07-2024 00:49,228,Delayed,1200,Family,Economy,9.3,2,0,0
F1893,Sushasan Express  ,07-06-2023 18:04,223,On-time,1802,Family,Premium Economy,8.7,0,0,0
F1255,NDLS–LKO AC SF Express  ,09-10-2024 01:33,229,On-time,1475,Emergency,Economy,6.2,10,0,0
F1574,Anand Vihar–Kamakhya Express  ,03-03-2025 00:32,194,On-time,1360,Emergency,Economy,8.8,0,0,0
F84,Katihar–Amritsar Express  ,8/30/2023 14:20,158,On-time,1547,Family,Business,7.4,6,0,0
F631,Ranikhet Express  ,7/15/2023 12:48,238,On-time,1372,Leisure,Business,5.6,30,0,0
F797,Purushottam Express  ,9/30/2024 6:27,187,On-time,1380,Emergency,Business,8.2,25,0,0
F1403,Brahmaputra Mail  ,8/30/2023 21:51,219,On-time,1132,Business,Premium Economy,7,3,0,0
F1420,Sushasan Express  ,2/14/2025 10:59,223,On-time,1127,Business,Premium Economy,7.9,18,0,0
F81,NDLS–LKO AC SF Express  ,09-11-2023 21:08,320,On-time,1253,Leisure,Economy,7.5,6,0,0
F161,Anand Vihar–Kamakhya Express  ,05-01-2023 14:39,127,On-time,881,Business,Economy,6.9,18,0,0
F1823,Katihar–Amritsar Express  ,3/26/2024 12:14,133,On-time,1228,Business,Economy,10,1,0,0
F1172,Ranikhet Express  ,1/22/2025 0:43,223,On-time,1151,Emergency,Premium Economy,8.1,10,0,0
F1362,Purushottam Express  ,6/29/2024 1:29,293,On-time,1857,Family,Economy,4.6,5,0,0
F69,Brahmaputra Mail  ,09-02-2024 20:05,156,On-time,670,Emergency,Economy,6.9,9,0,0
F1710,Kalindi Express  ,3/26/2024 5:24,151,On-time,1195,Emergency,Economy,7.1,1,0,0
F94,Farakka Express,10/18/2024 16:01,142,Cancelled,1228,Leisure,Economy,9.1,28,0,0
F11,Sushasan Express  ,06-09-2023 22:50,322,On-time,1373,Emergency,Premium Economy,5.7,2,0,0
F1177,NDLS–LKO AC SF Express  ,6/21/2024 0:18,148,On-time,1605,Business,Business,6.5,8,0,1
F1475,Anand Vihar–Kamakhya Express  ,6/26/2024 2:03,221,On-time,1047,Leisure,Economy,7.1,13,0,0
F1254,Katihar–Amritsar Express  ,7/28/2024 13:01,275,On-time,774,Business,Economy,6.5,1,0,0
F751,Ranikhet Express  ,9/21/2023 18:43,278,On-time,1190,Business,Premium Economy,7.3,3,0,0
F518,Purushottam Express  ,10/26/2024 14:26,232,On-time,1240,Emergency,First,8,10,0,0
F900,Brahmaputra Mail  ,7/18/2023 0:39,222,Delayed,1622,Family,Economy,4.8,8,0,0
F1370,Sushasan Express  ,4/18/2025 15:17,228,On-time,1646,Family,Premium Economy,7.2,45,0,0
F1420,NDLS–LKO AC SF Express  ,11-08-2023 23:44,233,On-time,1151,Leisure,Premium Economy,7.1,29,0,0
F1877,Anand Vihar–Kamakhya Express  ,09-11-2024 10:09,147,On-time,1395,Leisure,Economy,7.5,7,0,0
F34,Katihar–Amritsar Express  ,09-08-2023 09:18,274,On-time,586,Emergency,Economy,6.8,2,0,0
F1146,Ranikhet Express  ,8/27/2023 9:26,134,On-time,1507,Business,Premium Economy,8.9,2,0,1
F1718,Purushottam Express  ,08-06-2024 06:59,161,On-time,916,Family,Business,9,20,0,0
F582,Brahmaputra Mail  ,3/22/2025 6:22,158,On-time,1435,Business,Economy,6.3,12,0,0
F1535,Kalindi Express  ,04-02-2024 05:50,244,Delayed,1114,Business,Economy,8.9,5,0,0
F787,Farakka Express,11/30/2024 0:55,301,On-time,1187,Business,Economy,7.3,21,0,1
F504,Sushasan Express  ,05-04-2024 15:08,324,On-time,1482,Emergency,Economy,8.4,26,0,0
F591,NDLS–LKO AC SF Express  ,1/18/2024 8:48,160,Delayed,1416,Business,Economy,3.2,3,0,0
F1084,Anand Vihar–Kamakhya Express  ,6/20/2023 6:12,228,On-time,1136,Business,Economy,7.4,8,1,0
F1046,Katihar–Amritsar Express  ,02-08-2024 14:50,194,On-time,1141,Business,Economy,7.7,3,0,0
F1968,Ranikhet Express  ,12-04-2024 21:50,250,On-time,1397,Family,Economy,7.3,12,0,1
F889,Purushottam Express  ,02-02-2024 01:58,101,On-time,1316,Leisure,Economy,6.2,1,0,0
F1556,Brahmaputra Mail  ,7/18/2023 13:42,112,On-time,1231,Emergency,Economy,6.7,1,0,0
F597,Sushasan Express  ,5/25/2023 16:06,141,Delayed,1204,Business,Economy,3.9,8,0,0
F310,NDLS–LKO AC SF Express  ,9/17/2023 18:54,152,On-time,1097,Emergency,First,7,17,0,1
F1502,Anand Vihar–Kamakhya Express  ,3/16/2024 8:20,146,Delayed,1858,Business,First,9.6,2,0,0
F507,Katihar–Amritsar Express  ,8/17/2023 17:43,185,On-time,1158,Leisure,Premium Economy,6.2,13,0,0
F1972,Ranikhet Express  ,6/17/2024 22:36,186,On-time,870,Business,Economy,8.5,0,0,0
F984,Purushottam Express  ,8/24/2024 19:59,242,On-time,1288,Emergency,Economy,7.5,60,0,0
F1083,Brahmaputra Mail  ,07-01-2023 15:41,126,On-time,1512,Emergency,Economy,8,21,0,0
F1671,Kalindi Express  ,06-08-2023 06:09,218,On-time,1394,Family,Economy,9.4,7,0,0
F356,Farakka Express,6/21/2023 19:25,163,On-time,1361,Leisure,First,5.9,1,0,0
F179,Sushasan Express  ,4/27/2023 18:46,93,On-time,1339,Family,Economy,4.6,4,0,0
F431,NDLS–LKO AC SF Express  ,12/30/2023 7:02,109,On-time,1212,Family,Economy,6.3,5,0,0
F782,Anand Vihar–Kamakhya Express  ,01-03-2024 06:38,155,Delayed,1786,Business,Economy,5.6,9,0,0
F1796,Katihar–Amritsar Express  ,5/22/2024 15:17,126,On-time,1199,Emergency,First,6.4,1,0,0
F1070,Ranikhet Express  ,2/24/2024 9:11,180,On-time,950,Business,Premium Economy,6.9,5,0,0
F1263,Purushottam Express  ,2/15/2025 18:55,62,On-time,1152,Emergency,Premium Economy,7.6,12,0,0
F629,Brahmaputra Mail  ,06-07-2024 18:03,336,On-time,1006,Leisure,Economy,6.9,1,1,0
F962,Sushasan Express  ,07-04-2024 21:12,204,On-time,1579,Family,Economy,7.3,1,0,0
F1687,NDLS–LKO AC SF Express  ,11-01-2023 00:10,331,On-time,1653,Business,Economy,7.4,14,0,0
F1474,Anand Vihar–Kamakhya Express  ,12/16/2023 11:45,159,On-time,1368,Family,Economy,7,4,0,0
F1924,Katihar–Amritsar Express  ,07-05-2024 02:57,265,On-time,1058,Business,Economy,6.5,6,0,0
F488,Ranikhet Express  ,12-12-2024 18:34,173,On-time,490,Emergency,First,7.3,2,0,0
F892,Purushottam Express  ,09-09-2024 07:24,159,On-time,373,Business,Premium Economy,6.1,4,0,0
F634,Brahmaputra Mail  ,12-03-2024 16:25,248,On-time,746,Business,Economy,4,1,0,1
F372,Kalindi Express  ,11/19/2024 10:54,142,Delayed,1401,Leisure,Business,5.5,2,0,0
F1645,Farakka Express,2/20/2025 9:41,110,Delayed,1117,Business,Economy,7.8,18,0,0
F1710,Sushasan Express  ,2/26/2025 20:59,177,On-time,1243,Family,Economy,7.4,4,0,0
F1280,NDLS–LKO AC SF Express  ,10-03-2023 07:36,99,On-time,1332,Leisure,Economy,6.3,15,0,1
F405,Anand Vihar–Kamakhya Express  ,4/23/2023 17:16,180,On-time,771,Leisure,Economy,9.2,43,0,0
F503,Katihar–Amritsar Express  ,03-03-2024 22:22,99,On-time,941,Family,Business,7,9,0,0
F1570,Ranikhet Express  ,02-04-2024 03:20,183,On-time,615,Family,Economy,9.7,17,0,0
F341,Purushottam Express  ,2/21/2024 18:38,106,On-time,1090,Emergency,Business,6.3,5,0,0
F646,Brahmaputra Mail  ,01-08-2025 00:28,173,On-time,1497,Emergency,Premium Economy,6.5,0,0,1
F295,Sushasan Express  ,05-10-2024 18:52,230,Delayed,1508,Emergency,Business,5.9,7,0,0
F1613,NDLS–LKO AC SF Express  ,2/25/2025 13:07,302,On-time,648,Family,Economy,8.1,3,0,0
F1328,Anand Vihar–Kamakhya Express  ,8/15/2024 10:45,192,On-time,1151,Family,Economy,7.9,2,0,0
F775,Katihar–Amritsar Express  ,3/25/2024 21:29,180,On-time,956,Emergency,Business,8.4,34,0,0
F510,Ranikhet Express  ,7/13/2024 1:54,160,On-time,1093,Family,Premium Economy,4.2,10,0,0
F1156,Purushottam Express  ,8/26/2023 5:24,225,On-time,1055,Leisure,Business,10,1,0,0
F273,Brahmaputra Mail  ,5/21/2023 15:36,211,On-time,1084,Business,Business,10,4,0,1
F1443,Kalindi Express  ,7/17/2023 1:06,125,On-time,1454,Family,Economy,8.1,8,0,0
F188,Farakka Express,3/21/2024 14:18,108,On-time,888,Emergency,Premium Economy,8.8,4,0,0
F784,Sushasan Express  ,7/26/2024 6:59,156,On-time,1866,Business,Premium Economy,9.8,23,1,0
F1180,NDLS–LKO AC SF Express  ,6/30/2023 23:27,175,On-time,1144,Business,Economy,6.9,4,0,0
F836,Anand Vihar–Kamakhya Express  ,11-06-2024 22:34,238,Delayed,909,Emergency,Economy,6.7,6,0,1
F1554,Katihar–Amritsar Express  ,1/21/2024 21:45,192,On-time,1464,Emergency,Economy,5.9,6,0,1
F174,Ranikhet Express  ,7/31/2024 21:43,157,On-time,945,Leisure,Business,5.1,23,0,0
F1581,Purushottam Express  ,8/13/2023 2:34,156,Cancelled,1330,Business,Economy,8.4,3,0,1
F1410,Brahmaputra Mail  ,3/13/2025 17:30,204,On-time,1389,Business,Economy,7,3,0,0
F597,Sushasan Express  ,2/23/2025 7:12,218,Cancelled,1057,Emergency,Premium Economy,7.4,0,0,0
F1867,NDLS–LKO AC SF Express  ,3/17/2025 0:36,224,On-time,1463,Business,Economy,6.3,4,0,0
F1823,Anand Vihar–Kamakhya Express  ,9/18/2024 8:51,166,On-time,1437,Business,Economy,5.5,1,0,0
F1765,Katihar–Amritsar Express  ,03-11-2024 20:31,167,Delayed,1143,Leisure,Economy,7.8,11,0,0
F936,Ranikhet Express  ,9/16/2024 10:20,139,On-time,1524,Family,Economy,7.7,2,0,0
F594,Purushottam Express  ,6/13/2024 23:51,231,On-time,829,Family,Economy,6.1,4,0,0
F811,Brahmaputra Mail  ,10/18/2023 7:13,268,On-time,994,Family,Economy,9.3,11,0,0
F1269,Kalindi Express  ,04-05-2024 23:53,189,On-time,820,Family,Economy,7.1,4,0,1
F1525,Farakka Express,12/24/2023 20:22,200,On-time,1115,Emergency,First,8.5,9,0,0
F797,Sushasan Express  ,2/24/2024 21:34,203,Delayed,1351,Business,Business,5,12,0,1
F1559,NDLS–LKO AC SF Express  ,8/25/2023 8:40,188,On-time,1603,Family,Economy,7.2,9,0,0
F488,Anand Vihar–Kamakhya Express  ,6/20/2023 14:21,232,Delayed,1086,Business,Economy,6.4,8,0,0
F1948,Katihar–Amritsar Express  ,2/18/2024 22:00,172,On-time,879,Business,Economy,10,4,0,0
F1294,Ranikhet Express  ,6/15/2023 8:55,170,Delayed,1080,Family,Economy,5.5,5,0,0
F1091,Purushottam Express  ,8/15/2024 6:41,207,On-time,1183,Business,Economy,7.4,12,0,0
F1579,Brahmaputra Mail  ,3/27/2025 18:38,180,On-time,1264,Emergency,Business,6.5,2,0,0
F1483,Sushasan Express  ,05-09-2023 14:33,248,On-time,1213,Business,Premium Economy,7.4,10,0,1
F198,NDLS–LKO AC SF Express  ,12-12-2023 01:14,120,On-time,1205,Family,Premium Economy,8,2,1,0
